"pid","gid","y1","y2","y3","ix","gx"
997,38,3,3,4,3,0
998,38,3,5,5,4,0
999,38,4,4,5,2,0
1000,38,4,3,6,3,0
1001,38,4,4,5,4,0
1002,38,4,4,4,2,0
1003,38,4,4,5,4,0
1004,38,4,4,5,3,0
1005,38,4,4,5,5,0
1006,39,3,3,4,4,0
1007,39,4,2,3,3,0
1008,39,3,3,5,4,0
1009,39,5,4,5,5,0
1010,39,3,4,4,6,0
1011,39,4,3,3,3,0
1012,39,5,4,6,3,0
1013,39,3,3,3,4,0
1014,39,5,4,5,4,0
1015,39,4,5,5,5,0
1016,39,4,3,4,5,0
1017,39,5,4,5,5,0
1018,39,4,4,5,4,0
1019,39,3,4,5,3,0
1020,39,4,3,4,4,0
1021,39,3,3,5,3,0
1022,39,4,4,5,4,0
1023,39,4,6,7,3,0
1024,39,4,4,6,3,0
1025,39,5,6,5,3,0
1026,39,4,3,5,3,0
1027,39,4,3,5,3,0
1028,39,3,3,4,4,0
1029,39,3,3,5,4,0
1030,39,2,2,5,2,0
1031,39,3,4,4,3,0
1032,40,3,4,4,4,0
1033,40,4,5,6,5,0
1034,40,4,5,5,4,0
1035,40,6,5,5,4,0
1036,40,4,4,5,4,0
1037,40,5,5,6,4,0
1038,40,5,6,6,3,0
1039,40,4,5,5,4,0
1040,40,4,5,4,5,0
1041,40,4,4,4,3,0
1042,40,5,6,6,4,0
1043,40,4,5,4,3,0
1044,40,4,4,5,3,0
1045,40,4,5,5,3,0
1046,40,2,4,4,5,0
1047,40,4,4,5,4,0
1048,40,2,4,3,4,0
1049,40,4,4,4,4,0
1050,40,4,4,6,3,0
1051,40,4,4,5,3,0
1052,40,2,3,3,4,0
1053,40,5,5,5,5,0
1054,40,4,4,5,4,0
1055,40,4,4,4,5,0
1056,40,5,5,5,4,0
1057,40,4,5,5,4,0
1058,40,2,3,4,4,0
1059,41,5,6,5,4,0
1060,41,4,5,5,4,0
1061,41,6,6,6,5,0
1062,41,5,4,5,3,0
1063,41,4,4,5,5,0
1064,41,4,5,5,5,0
1065,41,2,3,3,4,0
1066,41,2,4,4,5,0
1067,41,5,5,4,4,0
1068,41,3,4,4,3,0
1069,41,5,4,4,4,0
1070,41,4,5,5,3,0
1071,41,4,5,4,3,0
1072,41,4,4,5,4,0
1073,41,3,4,4,3,0
1074,41,4,3,3,4,0
1075,41,4,4,5,2,0
1076,41,5,5,5,4,0
1077,41,4,4,5,4,0
1078,41,4,5,5,4,0
1079,41,4,5,5,5,0
1080,41,4,5,5,5,0
1081,41,3,3,4,3,0
1082,41,4,5,4,3,0
1083,41,4,4,4,4,0
1084,41,4,4,5,5,0
1085,41,3,3,4,3,0
1086,41,4,4,5,3,0
1087,41,3,4,3,3,0
1088,42,3,3,4,3,0
1089,42,2,4,4,3,0
1090,42,5,6,5,5,0
1091,42,4,4,5,4,0
1092,42,4,5,4,5,0
1093,42,5,6,5,4,0
1094,42,5,5,5,4,0
1095,42,4,6,5,5,0
1096,42,6,6,6,4,0
1097,42,4,4,5,4,0
1098,42,5,4,6,5,0
1099,42,2,4,4,3,0
1100,42,4,5,5,4,0
1101,42,5,5,6,3,0
1102,42,4,3,4,5,0
1103,42,5,5,6,4,0
1104,42,4,4,5,6,0
1105,42,4,5,5,3,0
1106,42,3,4,5,2,0
1107,42,4,5,6,4,0
1108,42,5,4,4,5,0
1109,42,3,3,4,3,0
1110,42,4,4,5,5,0
1111,42,3,4,4,4,0
1112,42,4,4,4,3,0
1113,42,2,4,4,3,0
1114,42,4,4,5,4,0
1115,42,3,5,4,2,0
1116,42,4,4,4,3,0
1117,43,4,4,3,4,0
1118,43,4,3,3,3,0
1119,43,3,4,4,4,0
1120,43,5,4,4,3,0
1121,43,4,4,5,4,0
1122,43,5,4,4,3,0
1123,43,5,5,6,4,0
1124,43,5,5,5,3,0
1125,43,4,4,4,4,0
1126,43,5,4,5,6,0
1127,43,4,3,4,4,0
1128,43,4,4,3,3,0
1129,43,3,3,5,5,0
1130,43,4,4,5,4,0
1131,43,5,5,5,5,0
1132,43,3,4,3,4,0
1133,43,3,4,4,3,0
1134,43,2,3,4,4,0
1135,43,4,4,4,4,0
1136,43,5,4,6,3,0
1137,43,4,5,3,4,0
1138,43,5,5,5,4,0
1139,43,4,4,3,5,0
1140,43,5,4,4,4,0
1141,43,5,5,5,4,0
1142,43,3,3,3,4,0
1143,43,3,4,5,4,0
1144,44,3,4,4,3,0
1145,44,4,4,5,3,0
1146,44,4,3,5,4,0
1147,44,4,3,5,4,0
1148,44,2,2,4,4,0
1149,44,5,5,5,4,0
1150,44,4,4,4,3,0
1151,44,5,5,5,3,0
1152,44,3,4,5,5,0
1153,44,4,4,5,3,0
1154,44,5,4,5,3,0
1155,44,4,4,6,4,0
1156,44,4,5,5,4,0
1157,44,5,4,4,4,0
1158,44,4,4,6,5,0
1159,44,4,4,5,4,0
1160,44,4,4,6,2,0
1161,44,4,5,6,5,0
1162,44,4,5,5,2,0
1163,44,4,3,5,4,0
1164,44,5,5,5,4,0
1165,44,4,5,5,4,0
1166,44,4,4,5,4,0
1167,44,4,4,5,3,0
1168,44,4,5,4,5,0
1169,44,4,4,5,4,0
1170,44,3,3,4,5,0
1171,44,2,3,4,4,0
1172,44,4,4,5,3,0
1173,45,3,4,4,4,0
1174,45,4,5,5,2,0
1175,45,5,4,4,5,0
1176,45,5,5,5,3,0
1177,45,3,4,4,4,0
1178,45,3,4,5,4,0
1179,45,4,5,4,2,0
1180,45,4,4,5,5,0
1181,45,4,5,5,4,0
1182,45,2,4,4,2,0
1183,45,3,4,4,3,0
1184,45,3,5,4,2,0
1185,45,3,4,5,4,0
1186,45,4,5,5,5,0
1187,45,3,4,4,2,0
1188,45,5,4,4,3,0
1189,45,4,5,5,4,0
1190,45,4,4,4,5,0
1191,45,3,5,4,4,0
1192,45,5,4,4,3,0
1193,45,5,5,5,4,0
1194,45,5,5,4,4,0
1195,45,3,5,3,2,0
1196,45,3,4,4,4,0
1197,45,4,4,4,4,0
1198,45,3,4,5,3,0
1199,45,4,5,5,3,0
1200,45,6,5,5,3,0
1201,46,4,4,3,5,1
1204,46,2,3,4,4,1
1206,46,3,2,3,4,1
1207,46,5,5,5,4,1
1208,46,4,4,3,3,1
1210,46,5,4,3,3,1
1211,46,3,4,3,3,1
1212,46,4,4,4,4,1
1213,46,4,4,3,3,1
1216,46,3,4,3,4,1
1217,46,4,4,3,3,1
1220,46,3,3,3,3,1
1223,46,4,4,5,3,1
1224,46,3,3,2,3,1
1225,46,4,4,4,3,1
1226,46,5,5,5,3,1
1228,46,3,4,4,2,1
1230,46,4,3,3,3,1
1231,46,4,4,4,4,1
1232,46,4,5,4,4,1
1233,46,4,4,4,3,1
1236,46,4,3,3,4,1
1237,46,5,4,5,3,1
1238,46,3,2,3,3,1
1239,46,3,4,4,4,1
1240,46,5,5,4,5,1
1241,46,3,5,4,4,1
1243,46,3,4,3,3,1
1244,46,3,3,4,4,1
1250,47,3,4,4,4,1
1251,47,4,4,4,2,1
1252,47,4,5,4,3,1
1253,47,2,3,2,3,1
1256,47,5,4,4,3,1
1257,47,4,4,3,4,1
1258,47,3,4,4,4,1
1259,47,5,5,4,2,1
1263,47,4,4,4,3,1
1264,47,5,5,5,3,1
1265,47,3,4,4,3,1
1266,47,4,4,4,4,1
1268,47,3,2,3,2,1
1270,47,4,4,3,4,1
1272,47,2,3,3,3,1
1273,47,5,5,5,4,1
1275,47,4,4,3,3,1
1277,47,3,4,4,4,1
1278,47,3,4,3,4,1
1279,47,3,2,3,4,1
1280,47,4,4,4,4,1
1281,47,5,5,5,4,1
1282,47,2,4,4,4,1
1283,47,3,4,3,3,1
1285,47,4,4,4,5,1
1286,47,4,4,4,3,1
1289,47,5,5,4,4,1
1290,47,3,5,3,4,1
1292,47,5,5,5,5,1
1294,48,3,3,3,3,1
1297,48,5,5,5,5,1
1298,48,4,4,4,4,1
1299,48,4,4,3,4,1
1300,48,3,2,3,4,1
1302,48,4,5,3,3,1
1303,48,4,3,4,5,1
1305,48,3,3,3,4,1
1306,48,3,4,3,3,1
1307,48,4,6,4,4,1
1308,48,4,5,4,3,1
1310,48,4,4,4,4,1
1313,48,4,4,4,3,1
1314,48,5,5,4,4,1
1318,48,4,3,4,4,1
1319,48,3,4,3,3,1
1321,48,3,3,4,4,1
1323,48,5,4,3,5,1
1324,48,3,4,4,4,1
1325,48,4,3,4,3,1
1327,48,3,4,4,5,1
1329,48,5,4,4,4,1
1331,48,3,4,3,3,1
1333,48,5,4,4,4,1
1336,48,4,3,4,4,1
1337,48,3,3,4,4,1
1338,48,3,4,3,5,1
1339,49,3,3,3,2,1
1340,49,5,5,5,4,1
1341,49,3,3,2,3,1
1348,49,5,5,5,4,1
1352,49,4,4,3,4,1
1353,49,3,4,3,4,1
1354,49,4,3,3,5,1
1355,49,3,4,3,4,1
1357,49,3,3,3,3,1
1358,49,4,4,3,4,1
1359,49,4,4,4,4,1
1365,49,4,4,4,5,1
1366,49,4,3,3,3,1
1367,49,3,3,3,4,1
1368,49,3,3,3,3,1
1369,49,4,3,4,4,1
1370,49,4,4,4,3,1
1377,49,4,4,4,3,1
1380,49,4,4,5,4,1
1381,49,5,5,4,4,1
1383,49,4,3,4,3,1
1384,49,4,4,4,4,1
1385,50,4,3,4,5,1
1386,50,4,4,4,3,1
1387,50,5,5,5,4,1
1388,50,3,4,4,3,1
1392,50,2,2,3,5,1
1394,50,4,3,3,4,1
1395,50,5,4,4,4,1
1396,50,6,5,4,3,1
1398,50,4,4,4,4,1
1399,50,4,3,2,3,1
1401,50,4,4,4,4,1
1402,50,3,4,3,3,1
1403,50,4,3,4,5,1
1405,50,3,4,4,3,1
1408,50,3,5,4,5,1
1411,50,6,4,5,4,1
1412,50,3,4,4,5,1
1414,50,3,4,3,3,1
1416,50,3,4,5,3,1
1418,50,4,4,5,4,1
1420,50,4,3,2,3,1
1422,50,3,3,3,5,1
1424,50,3,3,4,4,1
1425,50,4,5,4,4,1
1426,50,4,3,3,3,1
1427,51,4,4,4,4,1
1430,51,4,5,5,4,1
1431,51,5,5,5,4,1
1433,51,5,4,5,3,1
1435,51,3,2,3,3,1
1436,51,4,5,5,5,1
1437,51,5,4,5,4,1
1438,51,4,4,3,5,1
1439,51,3,4,4,2,1
1440,51,3,3,3,2,1
1441,51,2,3,3,4,1
1442,51,3,2,3,3,1
1444,51,5,5,5,4,1
1445,51,4,4,4,4,1
1446,51,3,3,3,4,1
1447,51,4,3,4,3,1
1448,51,4,4,3,4,1
1449,51,4,4,4,4,1
1450,51,3,4,4,4,1
1453,51,4,5,5,4,1
1454,51,4,4,4,4,1
1457,51,5,6,5,4,1
1458,51,4,5,3,2,1
1459,51,4,4,3,3,1
1460,51,4,4,4,2,1
1464,51,3,4,4,4,1
1465,51,4,5,4,4,1
1468,51,5,3,3,4,1
1469,51,2,3,3,4,1
1472,52,3,4,4,4,1
1473,52,5,6,5,3,1
1474,52,2,1,2,3,1
1475,52,3,4,3,3,1
1479,52,4,4,4,6,1
1482,52,3,4,4,5,1
1483,52,5,4,4,3,1
1484,52,4,3,3,4,1
1485,52,4,4,5,2,1
1486,52,4,4,4,4,1
1488,52,4,4,4,4,1
1489,52,3,3,3,2,1
1490,52,4,4,3,3,1
1491,52,5,5,3,4,1
1492,52,4,3,3,4,1
1494,52,3,5,4,5,1
1496,52,4,4,4,5,1
1498,52,4,4,4,4,1
1499,52,4,5,5,4,1
1501,52,2,3,3,3,1
1504,52,4,4,4,5,1
1505,52,3,4,3,4,1
1506,52,4,5,5,5,1
1508,52,4,4,3,3,1
1511,52,4,4,3,5,1
1513,52,4,5,3,4,1
1514,52,4,4,3,5,1
1516,53,3,4,3,5,1
1518,53,5,4,5,4,1
1519,53,3,3,3,4,1
1520,53,4,3,4,3,1
1522,53,4,4,4,4,1
1524,53,4,4,4,5,1
1525,53,4,4,4,4,1
1527,53,5,5,5,5,1
1529,53,5,4,5,4,1
1530,53,4,4,3,3,1
1533,53,3,4,3,3,1
1534,53,4,3,3,4,1
1537,53,5,4,4,5,1
1540,53,3,4,4,5,1
1541,53,4,3,3,3,1
1542,53,4,3,4,3,1
1543,53,3,3,4,4,1
1546,53,4,4,4,3,1
1547,53,4,4,4,4,1
1548,53,4,5,5,5,1
1549,53,4,5,3,3,1
1550,53,3,4,3,5,1
1552,53,6,5,4,3,1
1557,53,5,4,4,4,1
1560,53,3,3,4,3,1
1561,53,4,3,4,5,1
1562,53,4,4,3,4,1
1564,53,2,4,3,3,1
1565,54,2,2,2,2,1
1566,54,3,3,3,3,1
1569,54,3,2,2,3,1
1570,54,4,4,3,3,1
1571,54,3,4,3,3,1
1573,54,3,4,4,5,1
1574,54,5,5,4,5,1
1575,54,4,5,3,4,1
1576,54,4,4,4,3,1
1577,54,2,4,2,4,1
1578,54,3,3,4,3,1
1581,54,4,4,3,4,1
1583,54,4,4,4,3,1
1584,54,5,5,4,3,1
1587,54,5,4,3,5,1
1588,54,4,4,5,3,1
1589,54,5,5,4,4,1
1591,54,4,5,3,5,1
1592,54,5,5,5,5,1
1593,54,4,4,4,4,1
1595,54,4,4,4,5,1
1596,54,5,4,4,5,1
1601,54,4,4,3,4,1
1604,54,2,3,3,3,1
1605,54,5,4,4,4,1
1607,54,4,4,4,4,1
1610,54,2,3,3,3,1
1611,54,4,3,4,4,1
1614,55,3,4,5,4,1
1616,55,4,4,4,5,1
1617,55,3,3,3,5,1
1618,55,4,4,4,3,1
1619,55,5,5,5,4,1
1621,55,5,4,4,4,1
1622,55,4,4,4,4,1
1623,55,4,4,5,3,1
1625,55,4,4,3,3,1
1627,55,4,3,3,4,1
1628,55,2,3,3,3,1
1630,55,5,4,5,5,1
1636,55,4,5,4,1,1
1638,55,3,4,3,4,1
1639,55,4,4,5,3,1
1640,55,4,4,3,4,1
1641,55,5,3,4,4,1
1642,55,3,3,2,4,1
1643,55,4,4,3,5,1
1644,55,3,4,3,4,1
1646,55,5,4,4,3,1
1647,55,4,4,5,3,1
1648,55,3,4,3,5,1
1649,55,5,5,4,5,1
1650,55,4,5,4,4,1
1652,55,4,3,4,4,1
1653,55,4,4,3,3,1
1655,55,3,4,4,3,1
1656,55,3,4,3,3,1
1657,55,3,2,3,4,1
1658,56,4,4,3,4,1
1660,56,3,3,3,4,1
1662,56,4,4,3,4,1
1663,56,4,4,4,5,1
1670,56,4,4,3,3,1
1672,56,3,4,4,3,1
1674,56,3,4,3,3,1
1675,56,2,3,3,4,1
1678,56,2,4,4,5,1
1679,56,4,4,4,4,1
1680,56,3,4,3,3,1
1681,56,3,3,4,4,1
1683,56,4,4,3,4,1
1684,56,2,3,4,3,1
1686,56,3,4,4,4,1
1687,56,3,3,3,3,1
1688,56,4,4,3,4,1
1689,56,4,5,4,4,1
1693,56,4,4,4,5,1
1694,56,5,4,3,5,1
1697,56,3,4,3,4,1
1698,56,4,4,4,4,1
1703,57,4,4,4,4,1
1705,57,5,4,5,5,1
1708,57,3,3,4,5,1
1710,57,6,6,5,4,1
1711,57,3,4,4,4,1
1712,57,4,5,4,5,1
1713,57,2,3,3,4,1
1716,57,4,4,4,3,1
1717,57,4,3,3,3,1
1718,57,4,4,6,4,1
1721,57,4,4,4,4,1
1724,57,4,3,4,4,1
1725,57,3,4,3,3,1
1726,57,4,2,4,3,1
1727,57,5,4,4,3,1
1729,57,3,3,3,4,1
1730,57,4,5,4,4,1
1733,57,4,4,4,3,1
1735,57,3,4,5,5,1
1736,57,4,4,5,3,1
1739,57,5,6,5,5,1
1740,57,4,3,3,3,1
1742,57,4,3,4,4,1
1743,57,5,4,4,4,1
1745,57,3,4,4,5,1
1746,57,4,4,4,4,1
1747,58,4,3,4,4,1
1750,58,5,5,4,4,1
1751,58,4,3,3,4,1
1756,58,5,4,4,5,1
1758,58,4,4,4,4,1
1759,58,4,5,4,4,1
1760,58,2,3,4,5,1
1761,58,5,4,4,4,1
1762,58,4,3,4,4,1
1763,58,3,3,4,3,1
1765,58,3,4,4,2,1
1767,58,3,4,4,5,1
1768,58,3,3,2,5,1
1770,58,4,4,4,3,1
1772,58,4,4,3,4,1
1773,58,4,4,3,5,1
1774,58,3,3,3,4,1
1775,58,4,3,3,2,1
1776,58,4,4,4,3,1
1779,58,4,3,3,3,1
1780,58,3,3,3,3,1
1783,58,3,3,2,5,1
1784,58,4,4,4,3,1
1785,58,3,6,4,3,1
1786,58,4,3,4,4,1
1788,58,3,3,2,4,1
1791,58,4,4,3,5,1
1792,58,4,3,3,5,1
1793,58,5,4,4,5,1
1794,59,5,4,5,5,1
1795,59,4,4,5,4,1
1799,59,3,3,3,4,1
1800,59,4,4,4,4,1
1801,59,4,3,4,4,1
1802,59,4,5,4,5,1
1808,59,3,2,2,4,1
1816,59,3,4,4,4,1
1819,59,4,4,3,5,1
1820,59,5,6,5,3,1
1823,59,3,4,4,3,1
1825,59,5,4,4,4,1
1828,59,5,5,4,4,1
1829,59,4,3,4,4,1
1831,59,4,4,4,4,1
1835,59,4,4,4,4,1
1836,60,4,4,4,3,1
1837,60,3,2,3,3,1
1839,60,5,5,5,5,1
1841,60,4,3,3,4,1
1845,60,5,3,4,4,1
1846,60,5,5,5,3,1
1849,60,3,3,3,4,1
1850,60,3,4,4,4,1
1856,60,4,5,4,3,1
1858,60,3,3,2,4,1
1859,60,3,2,4,4,1
1860,60,3,4,3,2,1
1862,60,5,5,4,4,1
1863,60,4,5,2,1,1
1864,60,3,4,4,3,1
1867,60,4,5,5,4,1
1868,60,4,4,3,2,1
1871,60,4,4,4,4,1
1873,60,3,3,3,3,1
1874,60,3,4,4,4,1
1875,60,2,4,4,5,1
1876,60,5,5,4,2,1
1877,60,3,3,3,3,1
1879,61,5,5,5,4,1
1880,61,3,3,4,3,1
1885,61,4,4,4,4,1
1888,61,2,1,1,4,1
1890,61,3,3,3,3,1
1892,61,5,5,4,3,1
1894,61,4,5,6,5,1
1897,61,4,5,4,6,1
1898,61,5,4,4,4,1
1900,61,3,3,4,3,1
1901,61,3,3,3,4,1
1904,61,5,4,3,4,1
1905,61,4,4,4,3,1
1908,61,4,3,3,4,1
1909,61,4,4,4,5,1
1910,61,4,4,4,4,1
1911,61,4,4,5,4,1
1913,61,3,4,4,3,1
1914,61,3,3,3,3,1
1915,61,3,4,3,3,1
1916,61,4,3,3,4,1
1917,61,4,4,4,2,1
1918,61,5,5,5,3,1
1919,62,4,4,4,3,1
1921,62,5,5,4,4,1
1922,62,4,4,4,4,1
1923,62,4,4,3,4,1
1925,62,3,4,3,4,1
1926,62,3,4,4,4,1
1927,62,5,4,4,2,1
1928,62,3,4,3,5,1
1929,62,5,4,5,4,1
1930,62,4,4,3,3,1
1931,62,5,4,4,3,1
1932,62,4,4,3,4,1
1934,62,4,5,4,5,1
1936,62,4,4,5,4,1
1937,62,4,4,3,5,1
1938,62,4,5,4,3,1
1941,62,5,4,4,4,1
1948,62,4,3,4,4,1
1950,62,6,4,4,4,1
1952,62,4,4,3,2,1
1953,62,4,3,5,4,1
1955,62,4,5,4,4,1
1958,62,4,4,4,4,1
1959,62,4,4,4,4,1
1961,63,4,4,4,5,1
1963,63,3,3,4,4,1
1964,63,4,4,4,4,1
1967,63,4,4,4,2,1
1968,63,3,4,4,3,1
1969,63,2,3,3,5,1
1970,63,4,4,4,4,1
1972,63,5,3,3,4,1
1973,63,4,3,4,3,1
1974,63,4,4,3,4,1
1977,63,2,3,4,4,1
1978,63,4,4,3,5,1
1979,63,4,5,5,4,1
1980,63,4,4,4,5,1
1985,63,5,5,4,3,1
1988,63,3,4,4,5,1
1989,63,4,3,4,4,1
1990,63,4,4,4,3,1
1994,63,4,5,4,4,1
1995,63,4,3,3,3,1
1996,63,4,3,3,3,1
1998,63,3,4,3,4,1
1999,63,4,4,4,3,1
2002,63,4,5,4,5,1
2003,63,4,2,3,3,1
2005,64,4,3,4,4,1
2007,64,4,4,3,3,1
2009,64,4,3,4,2,1
2011,64,5,4,5,4,1
2012,64,3,5,4,4,1
2014,64,2,3,3,2,1
2019,64,4,3,4,4,1
2022,64,3,3,3,4,1
2027,64,4,4,5,4,1
2031,64,3,4,4,4,1
2032,64,4,4,3,2,1
2035,64,5,5,5,3,1
2039,64,4,4,3,4,1
2042,64,5,5,5,4,1
2043,64,4,5,4,4,1
2047,64,3,3,3,5,1
2049,64,1,3,4,2,1
2050,64,5,5,4,3,1
2051,64,4,4,3,4,1
2054,65,4,4,3,3,1
2056,65,4,4,3,3,1
2059,65,4,4,4,4,1
2061,65,4,4,4,4,1
2062,65,3,3,3,2,1
2063,65,4,4,4,4,1
2066,65,2,3,3,4,1
2067,65,3,5,3,4,1
2068,65,3,3,4,4,1
2069,65,4,3,4,4,1
2070,65,5,3,2,3,1
2073,65,5,4,4,3,1
2074,65,4,3,3,2,1
2076,65,5,3,4,4,1
2079,65,4,4,4,5,1
2082,65,4,3,4,4,1
2083,65,3,3,4,4,1
2084,65,4,4,3,3,1
2087,65,4,5,4,5,1
2088,65,4,5,5,6,1
2089,65,4,5,4,3,1
2090,65,4,3,3,4,1
2091,65,3,5,4,4,1
2092,65,5,4,3,3,1
2093,65,4,3,3,4,1
2094,65,2,3,3,3,1
2095,65,2,3,4,4,1
2098,65,5,4,4,3,1
2099,65,4,3,3,3,1
2100,66,3,2,3,2,1
2101,66,5,4,3,4,1
2102,66,4,5,3,2,1
2103,66,4,4,3,5,1
2104,66,5,5,5,4,1
2106,66,3,4,3,4,1
2107,66,4,4,5,4,1
2108,66,4,4,4,5,1
2109,66,3,2,2,3,1
2110,66,3,4,4,4,1
2111,66,5,4,4,4,1
2112,66,5,4,4,2,1
2117,66,5,4,6,3,1
2121,66,2,3,3,5,1
2122,66,4,3,3,3,1
2123,66,5,4,4,4,1
2124,66,3,4,3,3,1
2125,66,4,4,5,3,1
2128,66,4,4,4,3,1
2129,66,3,4,3,4,1
2134,66,3,4,3,4,1
2137,66,3,4,4,3,1
2138,66,3,3,3,3,1
2142,66,4,4,3,3,1
2143,66,3,5,4,4,1
2144,66,3,4,3,4,1
2146,67,4,4,3,2,1
2148,67,4,4,4,4,1
2149,67,6,4,5,4,1
2150,67,3,2,2,4,1
2152,67,4,5,4,5,1
2153,67,4,4,5,3,1
2154,67,5,4,4,4,1
2156,67,3,2,2,3,1
2157,67,4,4,4,3,1
2158,67,5,4,4,4,1
2159,67,4,4,4,4,1
2160,67,3,4,4,3,1
2162,67,5,3,4,3,1
2163,67,4,4,4,4,1
2166,67,3,5,4,5,1
2167,67,4,3,4,4,1
2168,67,4,5,4,3,1
2169,67,3,4,3,4,1
2170,67,3,4,3,4,1
2171,67,3,4,4,3,1
2172,67,4,3,3,4,1
2174,67,4,4,4,4,1
2177,67,3,4,3,5,1
2178,67,3,4,4,4,1
2180,67,4,4,4,4,1
2182,67,4,4,3,3,1
2184,67,4,3,3,4,1
2185,67,3,3,3,3,1
2187,67,5,5,5,4,1
2188,67,3,5,5,3,1
2189,67,4,4,4,2,1
2190,67,4,4,3,4,1
2192,68,3,3,3,4,1
2193,68,3,4,3,4,1
2194,68,3,3,3,3,1
2195,68,4,3,3,5,1
2196,68,4,3,3,4,1
2197,68,4,5,4,5,1
2198,68,2,4,3,3,1
2199,68,4,4,4,3,1
2200,68,3,3,4,4,1
2201,68,3,3,4,3,1
2202,68,4,3,4,4,1
2204,68,4,5,4,4,1
2205,68,2,3,3,5,1
2209,68,3,4,3,3,1
2211,68,5,5,5,3,1
2212,68,5,4,4,3,1
2213,68,3,4,2,3,1
2217,68,3,3,3,3,1
2220,68,5,4,3,3,1
2222,68,3,3,3,4,1
2223,68,4,3,3,3,1
2224,68,4,4,4,5,1
2225,68,4,4,4,3,1
2226,68,4,4,4,4,1
2228,68,4,4,4,4,1
2229,68,5,6,4,3,1
2230,68,4,4,3,4,1
2233,68,4,4,4,4,1
2235,68,4,3,3,4,1
2236,68,3,3,4,3,1
2237,68,4,4,4,3,1
2238,68,4,4,3,3,1
2239,69,4,4,4,4,1
2240,69,4,4,3,5,1
2241,69,4,4,3,4,1
2242,69,2,1,2,3,1
2244,69,4,4,4,5,1
2246,69,3,4,2,4,1
2247,69,4,4,4,5,1
2248,69,4,4,3,5,1
2250,69,4,3,3,5,1
2251,69,4,4,4,3,1
2252,69,4,3,3,3,1
2253,69,5,4,5,4,1
2254,69,5,5,3,4,1
2257,69,5,3,4,4,1
2258,69,2,3,3,3,1
2264,69,3,2,3,4,1
2266,69,5,5,4,2,1
2270,69,4,4,4,5,1
2271,69,5,4,4,3,1
2275,69,6,6,5,3,1
2276,69,3,4,5,4,1
2277,69,6,4,5,3,1
2278,69,3,3,4,3,1
2280,69,4,5,3,5,1
2282,70,4,4,3,4,1
2283,70,4,5,4,3,1
2284,70,4,3,3,4,1
2286,70,1,3,3,2,1
2287,70,5,5,4,4,1
2290,70,4,4,3,4,1
2291,70,4,5,5,4,1
2292,70,4,3,3,3,1
2294,70,4,5,4,3,1
2295,70,4,4,4,3,1
2296,70,4,3,5,4,1
2300,70,4,3,3,3,1
2301,70,3,3,3,4,1
2302,70,5,5,4,4,1
2303,70,4,3,4,3,1
2305,70,4,3,4,4,1
2307,70,4,4,3,3,1
2308,70,5,4,4,5,1
2309,70,6,5,4,4,1
2310,70,2,3,4,4,1
2312,70,4,3,4,4,1
2314,70,5,5,5,3,1
2315,70,5,4,4,4,1
2316,70,4,5,4,4,1
2317,70,3,3,3,3,1
2319,70,3,4,4,4,1
2322,70,3,4,3,3,1
2324,71,4,4,4,3,1
2326,71,5,5,5,4,1
2327,71,4,4,4,3,1
2328,71,4,3,4,4,1
2332,71,5,5,4,2,1
2334,71,5,5,4,4,1
2336,71,5,5,5,4,1
2337,71,4,3,4,4,1
2338,71,2,3,3,3,1
2340,71,4,4,3,5,1
2341,71,3,3,3,3,1
2342,71,4,3,4,4,1
2343,71,3,3,3,2,1
2345,71,4,3,3,4,1
2346,71,5,5,4,4,1
2350,71,4,4,4,3,1
2351,71,4,4,4,3,1
2352,71,3,3,3,3,1
2354,71,3,4,4,3,1
2355,71,4,5,4,3,1
2356,71,2,3,2,2,1
2357,71,4,3,4,4,1
2359,71,3,3,4,4,1
2360,71,5,5,4,2,1
2361,71,3,4,3,2,1
2363,71,3,4,4,3,1
2365,71,3,4,3,3,1
2366,71,4,4,5,3,1
2369,72,4,5,4,2,1
2371,72,3,4,3,2,1
2373,72,3,3,4,3,1
2376,72,4,5,3,4,1
2377,72,4,4,4,5,1
2378,72,6,5,4,4,1
2379,72,3,4,4,3,1
2380,72,4,3,4,2,1
2382,72,3,3,3,4,1
2384,72,2,3,2,3,1
2387,72,4,4,4,4,1
2388,72,3,4,3,4,1
2390,72,3,4,4,3,1
2391,72,4,4,4,2,1
2392,72,6,5,4,5,1
2396,72,5,5,5,4,1
2398,72,4,4,3,4,1
2399,72,3,3,3,2,1
2400,72,3,4,3,4,1
2401,72,4,3,3,4,1
2403,72,5,4,4,5,1
2404,72,2,3,4,3,1
2406,72,4,4,4,5,1
2407,72,4,4,4,3,1
2408,72,4,4,4,4,1
2409,72,5,3,4,3,1
2411,72,4,6,3,4,1
2412,72,4,5,5,4,1
2413,72,3,4,3,5,1
2415,73,5,5,5,4,1
2416,73,2,3,3,3,1
2418,73,3,3,3,4,1
2419,73,3,3,3,5,1
2420,73,4,4,4,4,1
2421,73,4,5,5,5,1
2422,73,3,3,3,4,1
2424,73,4,4,4,4,1
2425,73,3,3,2,4,1
2426,73,4,5,4,4,1
2428,73,5,3,4,3,1
2430,73,4,4,5,5,1
2431,73,3,4,4,3,1
2435,73,3,3,4,4,1
2436,73,3,4,3,3,1
2437,73,4,4,4,4,1
2439,73,3,3,3,4,1
2440,73,5,5,5,3,1
2442,73,4,5,4,4,1
2445,73,5,4,5,4,1
