"g1id","g2id","y","ix","g1x","g2x"
22,8,5,6,1,1
92,8,4,4,0,1
87,8,4,5,0,1
41,8,4,4,1,1
6,8,5,4,1,1
6,8,3,3,1,1
106,8,4,5,1,1
20,8,5,3,1,1
124,8,5,4,0,1
119,8,5,3,0,1
9,8,4,4,1,1
120,8,3,3,1,1
33,8,4,3,0,1
103,8,3,4,1,1
17,8,4,4,0,1
34,8,3,4,0,1
58,8,4,3,1,1
105,8,4,5,0,1
88,8,5,3,1,1
123,8,5,4,1,1
147,8,5,5,0,1
33,8,5,4,0,1
139,8,4,3,1,1
145,8,3,5,0,1
42,8,6,5,1,1
79,8,3,5,0,1
107,8,3,3,0,1
149,8,3,4,0,1
5,8,4,3,0,1
36,8,4,4,0,1
72,8,4,4,1,1
146,8,6,4,1,1
37,8,5,4,0,1
56,8,5,4,1,1
21,8,4,3,0,1
35,8,3,5,1,1
126,8,5,5,1,1
73,8,4,4,0,1
38,8,5,5,0,1
76,8,5,3,1,1
38,8,5,4,0,1
75,8,4,4,1,1
133,9,4,4,1,0
95,9,3,3,0,0
112,9,3,4,0,0
119,9,6,5,0,0
67,9,5,4,1,0
65,9,4,3,0,0
83,9,4,3,1,0
135,9,4,4,1,0
84,9,3,2,1,0
97,9,2,3,0,0
84,9,4,4,1,0
133,9,4,4,1,0
99,9,6,5,1,0
128,9,4,5,0,0
100,9,3,3,1,0
60,9,5,3,0,0
83,9,4,4,1,0
135,9,4,4,1,0
147,9,5,4,0,0
134,9,5,4,0,0
78,9,5,5,1,0
96,9,4,3,1,0
131,9,4,5,0,0
63,9,4,4,1,0
47,9,5,5,0,0
117,9,4,3,1,0
48,9,4,3,0,0
66,9,5,4,1,0
135,9,3,4,1,0
102,9,5,5,0,0
80,9,4,4,0,0
121,9,4,4,0,0
82,9,3,5,0,0
12,9,5,3,1,0
47,9,4,4,0,0
145,9,4,3,0,0
65,9,4,4,0,0
8,9,4,4,1,0
113,9,4,4,0,0
113,9,4,4,0,0
96,9,5,5,1,0
63,9,4,4,1,0
12,9,5,3,1,0
64,9,4,5,0,0
12,9,5,4,1,0
65,9,4,5,0,0
13,9,4,4,1,0
118,9,4,4,0,0
85,9,5,4,0,0
62,9,4,4,0,0
62,9,5,4,0,0
80,9,4,3,0,0
46,9,5,5,0,0
64,9,3,2,0,0
29,9,4,4,0,0
101,9,4,4,0,0
141,9,2,3,1,0
86,9,3,3,0,0
28,9,3,4,0,0
122,9,3,3,0,0
112,9,3,4,0,0
112,9,4,4,0,0
61,9,5,5,1,0
148,9,3,3,1,0
26,9,4,4,1,0
131,9,3,4,0,0
80,9,4,5,0,0
10,9,4,4,0,0
45,9,4,4,1,0
150,9,6,3,0,0
104,9,5,4,0,0
111,9,4,4,0,0
106,9,4,4,1,0
30,9,4,3,1,0
66,9,4,3,1,0
66,9,4,4,1,0
138,9,4,5,0,0
138,9,5,4,0,0
11,9,5,4,0,0
111,9,5,3,0,0
89,9,5,5,1,0
89,9,4,6,1,0
25,9,4,5,1,0
3,9,3,5,0,0
90,9,4,5,0,0
142,9,3,3,1,0
91,9,4,4,0,0
109,9,5,3,1,0
92,9,4,3,0,0
69,9,4,4,1,0
87,9,4,4,0,0
6,9,6,5,1,0
87,9,4,4,0,0
77,9,4,4,0,0
61,9,4,3,1,0
148,9,3,2,1,0
58,9,3,4,1,0
59,9,4,2,0,0
140,9,3,3,0,0
89,9,4,5,1,0
14,9,3,3,0,0
50,9,4,3,0,0
108,9,3,3,0,0
15,9,4,3,0,0
16,9,4,3,1,0
86,9,4,4,0,0
110,9,5,4,1,0
139,9,4,4,1,0
77,9,3,4,0,0
72,9,4,3,1,0
107,9,5,6,0,0
142,9,4,5,1,0
56,9,4,3,1,0
91,9,3,4,0,0
51,9,3,2,1,0
110,9,5,5,1,0
71,9,5,5,0,0
54,9,6,5,0,0
43,9,4,4,0,0
78,9,5,3,1,0
125,9,5,5,1,0
88,9,4,4,1,0
31,9,4,5,0,0
55,9,4,4,0,0
50,9,6,5,0,0
74,9,3,3,0,0
74,9,4,3,0,0
126,9,4,4,1,0
53,9,6,5,1,0
45,9,3,3,1,0
5,9,4,5,0,0
1,9,5,4,0,0
23,9,4,4,1,0
88,9,5,5,1,0
19,9,5,5,1,0
54,9,5,4,0,0
72,9,4,3,1,0
72,9,4,4,1,0
44,9,4,5,1,0
21,9,4,5,0,0
40,9,4,4,0,0
23,9,4,3,1,0
19,9,5,3,1,0
19,9,6,5,1,0
33,9,3,3,0,0
43,9,5,6,0,0
35,9,3,4,1,0
73,9,6,5,0,0
4,9,4,3,1,0
56,9,4,4,1,0
23,9,5,5,1,0
5,9,4,6,0,0
126,9,4,5,1,0
23,9,5,5,1,0
41,9,5,4,1,0
127,9,3,4,0,0
5,9,4,4,0,0
41,9,5,5,1,0
57,9,5,4,0,0
38,9,4,4,0,0
67,10,2,3,1,0
64,10,5,4,0,0
101,10,5,5,0,0
98,10,3,4,1,0
96,10,6,5,1,0
100,10,4,3,1,0
102,10,4,3,0,0
49,10,5,4,0,0
132,10,3,4,0,0
63,10,4,5,1,0
97,10,5,4,0,0
80,10,6,5,0,0
100,10,4,4,1,0
129,10,4,4,1,0
101,10,3,3,0,0
130,10,4,5,0,0
61,10,4,4,1,0
32,10,5,3,0,0
102,10,4,4,0,0
9,10,4,5,1,0
68,10,3,4,0,0
47,10,3,3,0,0
134,10,5,4,0,0
13,10,4,5,1,0
112,10,4,4,0,0
31,10,3,4,0,0
78,10,5,3,1,0
101,10,5,5,0,0
61,10,3,2,1,0
67,10,3,2,1,0
10,10,5,4,0,0
10,10,5,4,0,0
149,10,5,4,0,0
116,10,4,4,0,0
78,10,6,5,1,0
61,10,3,2,1,0
85,10,4,4,0,0
51,10,3,6,1,0
116,10,4,5,0,0
116,10,3,3,0,0
93,10,4,2,1,0
12,10,4,5,1,0
111,10,1,2,0,0
12,10,4,4,1,0
30,10,5,3,1,0
94,10,5,5,1,0
14,10,5,3,0,0
84,10,5,3,1,0
28,10,4,4,0,0
12,10,5,4,1,0
30,10,5,4,1,0
106,10,3,3,1,0
14,10,6,5,0,0
119,10,5,5,0,0
85,10,4,5,0,0
33,10,5,4,0,0
11,10,5,3,0,0
93,10,6,5,1,0
87,10,3,3,0,0
145,10,6,5,0,0
29,10,4,4,0,0
106,10,3,5,1,0
7,10,5,4,0,0
42,10,5,5,1,0
77,10,3,4,0,0
113,10,4,3,0,0
61,10,4,4,1,0
46,10,5,5,0,0
11,10,4,3,0,0
58,10,3,4,1,0
70,10,3,3,0,0
13,10,3,3,1,0
16,10,4,4,1,0
6,10,5,5,1,0
24,10,5,3,1,0
55,10,3,5,0,0
124,10,3,4,0,0
90,10,4,3,0,0
45,10,5,4,1,0
41,10,5,3,1,0
36,10,5,4,0,0
146,10,4,4,1,0
95,10,4,3,0,0
43,10,3,3,0,0
26,10,3,3,1,0
9,10,3,3,1,0
91,10,5,5,0,0
79,10,5,5,0,0
97,10,5,4,0,0
58,10,4,5,1,0
64,10,4,3,0,0
36,10,4,4,0,0
100,10,4,3,1,0
31,10,4,5,0,0
120,10,3,5,1,0
144,10,6,5,1,0
52,10,4,4,0,0
122,10,5,4,0,0
24,10,5,5,1,0
72,10,5,3,1,0
8,10,4,5,1,0
38,10,4,4,0,0
74,10,4,4,0,0
138,10,5,4,0,0
23,10,2,3,1,0
128,10,4,3,0,0
24,10,5,4,1,0
1,10,4,4,0,0
124,10,4,4,0,0
148,10,5,4,1,0
27,10,5,4,0,0
27,10,5,2,0,0
92,10,5,4,0,0
122,10,5,4,0,0
128,10,4,4,0,0
7,10,7,3,0,0
36,10,5,5,0,0
140,10,4,3,0,0
77,10,3,3,0,0
90,10,3,2,0,0
33,10,5,4,0,0
127,10,4,4,0,0
58,10,3,3,1,0
6,10,4,3,1,0
105,10,5,5,0,0
42,10,4,2,1,0
25,10,3,3,1,0
20,10,4,4,1,0
56,10,5,4,1,0
4,10,3,5,1,0
91,10,4,4,0,0
126,10,5,6,1,0
5,10,5,4,0,0
41,10,5,4,1,0
128,10,5,5,0,0
88,10,5,3,1,0
123,10,5,4,1,0
129,10,4,3,1,0
130,10,5,4,0,0
31,10,4,4,0,0
44,10,4,3,1,0
79,10,4,3,0,0
143,10,4,4,1,0
5,10,3,2,0,0
93,10,5,4,1,0
18,10,3,4,1,0
25,10,4,4,1,0
17,10,2,3,0,0
126,10,4,3,1,0
52,10,4,5,0,0
21,10,4,3,0,0
92,10,5,4,0,0
127,10,3,4,0,0
142,10,5,4,1,0
57,10,5,5,0,0
6,10,4,4,1,0
38,10,3,4,0,0
54,10,5,4,0,0
127,10,3,4,0,0
22,10,4,4,1,0
146,11,5,4,1,1
113,11,2,3,0,1
111,11,6,5,0,1
83,11,5,5,1,1
128,11,5,4,0,1
149,11,4,3,0,1
118,11,3,3,0,1
82,11,4,5,0,1
67,11,3,3,1,1
102,11,4,4,0,1
111,11,5,4,0,1
48,11,4,2,0,1
118,11,3,3,0,1
148,11,4,4,1,1
131,11,4,5,0,1
97,11,4,4,0,1
76,11,5,5,1,1
47,11,4,3,0,1
100,11,3,4,1,1
100,11,5,3,1,1
83,11,5,4,1,1
95,11,4,4,0,1
147,11,5,4,0,1
130,11,4,4,0,1
136,11,4,4,1,1
131,11,3,3,0,1
97,11,4,5,0,1
63,11,5,3,1,1
64,11,5,4,0,1
64,11,6,4,0,1
59,11,4,4,0,1
94,11,4,5,1,1
135,11,4,3,1,1
48,11,3,3,0,1
66,11,4,4,1,1
78,11,4,4,1,1
148,11,3,4,1,1
149,11,4,4,0,1
63,11,5,4,1,1
110,11,5,3,1,1
76,11,4,4,1,1
12,11,3,3,1,1
94,11,4,5,1,1
141,11,2,3,1,1
107,11,4,4,0,1
96,11,4,4,1,1
119,11,4,3,0,1
102,11,3,3,0,1
11,11,4,4,0,1
12,11,4,4,1,1
47,11,4,4,0,1
7,11,4,3,0,1
147,11,5,4,0,1
95,11,4,5,0,1
9,11,4,3,1,1
68,11,5,4,0,1
10,11,4,4,0,1
27,11,3,5,0,1
92,11,5,4,0,1
127,11,5,5,0,1
47,11,4,4,0,1
140,11,3,3,0,1
30,11,4,3,1,1
65,11,3,4,0,1
8,11,3,2,1,1
29,11,4,4,0,1
76,11,5,5,1,1
47,11,5,4,0,1
76,11,3,3,1,1
71,11,5,5,0,1
89,11,5,4,1,1
124,11,4,4,0,1
50,11,5,4,0,1
144,11,4,3,1,1
6,11,5,5,1,1
76,11,4,4,1,1
94,11,4,4,1,1
146,11,5,3,1,1
44,11,3,3,1,1
139,11,4,5,1,1
93,11,6,4,1,1
122,11,4,4,0,1
88,11,5,4,1,1
140,11,3,4,0,1
72,11,5,3,1,1
31,11,4,3,0,1
31,11,5,4,0,1
32,11,5,3,0,1
92,11,3,5,0,1
6,11,4,3,1,1
75,11,4,4,1,1
42,11,3,4,1,1
42,11,4,3,1,1
107,11,3,4,0,1
143,11,5,3,1,1
69,11,3,3,1,1
93,11,4,4,1,1
36,11,3,2,0,1
13,11,5,5,1,1
71,11,4,3,0,1
36,11,3,2,0,1
41,11,5,4,1,1
123,11,4,5,1,1
104,11,2,4,0,1
105,11,3,3,0,1
24,11,3,3,1,1
24,11,3,5,1,1
54,11,3,4,0,1
140,11,2,4,0,1
60,11,3,4,0,1
143,11,5,3,1,1
91,11,5,4,0,1
144,11,4,4,1,1
23,11,3,5,1,1
88,11,5,4,1,1
88,11,5,5,1,1
71,11,4,4,0,1
61,11,5,4,1,1
37,11,3,5,0,1
44,11,3,3,1,1
27,11,3,4,0,1
16,11,3,4,1,1
52,11,4,4,0,1
23,11,3,5,1,1
36,11,5,4,0,1
25,11,5,3,1,1
124,11,5,3,0,1
73,11,3,3,0,1
56,11,5,3,1,1
31,11,5,5,0,1
39,11,5,4,1,1
40,11,3,3,0,1
38,11,3,4,0,1
38,11,4,4,0,1
19,11,5,5,1,1
54,11,6,5,0,1
20,11,4,3,1,1
34,11,4,5,0,1
40,11,1,2,0,1
22,11,5,4,1,1
17,11,4,3,0,1
17,11,3,4,0,1
38,11,4,4,0,1
37,11,3,3,0,1
3,11,3,4,0,1
18,11,4,3,1,1
19,11,4,3,1,1
20,11,4,4,1,1
57,11,3,3,0,1
20,11,3,3,1,1
81,12,2,2,1,1
117,12,5,5,1,1
84,12,5,5,1,1
118,12,5,5,0,1
81,12,4,4,1,1
82,12,4,3,0,1
114,12,3,4,0,1
47,12,5,3,0,1
132,12,5,3,0,1
80,12,5,4,0,1
99,12,3,4,1,1
100,12,3,3,1,1
67,12,3,3,1,1
62,12,3,5,0,1
97,12,3,3,0,1
99,12,4,4,1,1
79,12,3,4,0,1
128,12,3,4,0,1
60,12,3,4,0,1
85,12,3,3,0,1
28,12,5,4,0,1
110,12,5,4,1,1
133,12,4,3,1,1
6,12,4,3,1,1
30,12,4,5,1,1
100,12,4,5,1,1
30,12,3,4,1,1
48,12,5,4,0,1
67,12,3,5,1,1
120,12,4,3,1,1
10,12,4,3,0,1
86,12,5,4,0,1
149,12,6,5,0,1
11,12,4,5,0,1
116,12,3,4,0,1
111,12,4,4,0,1
94,12,5,4,1,1
106,12,5,4,1,1
78,12,4,4,1,1
49,12,5,4,0,1
9,12,4,3,1,1
44,12,5,4,1,1
68,12,5,4,0,1
93,12,5,4,1,1
29,12,3,4,0,1
116,12,3,5,0,1
12,12,3,3,1,1
77,12,3,6,0,1
8,12,4,4,1,1
61,12,4,4,1,1
85,12,4,5,0,1
120,12,4,4,1,1
86,12,4,4,0,1
10,12,3,3,0,1
45,12,4,4,1,1
63,12,3,3,1,1
69,12,3,3,1,1
138,12,3,4,0,1
13,12,5,4,1,1
13,12,3,4,1,1
13,12,3,4,1,1
43,12,4,3,0,1
32,12,4,4,0,1
61,12,4,5,1,1
103,12,4,4,1,1
69,12,4,4,1,1
98,12,4,3,1,1
70,12,4,3,0,1
24,12,5,4,1,1
106,12,5,4,1,1
60,12,3,4,0,1
43,12,5,4,0,1
9,12,4,4,1,1
9,12,4,5,1,1
44,12,4,4,1,1
149,12,4,6,0,1
104,12,5,5,0,1
58,12,4,4,1,1
12,12,3,3,1,1
42,12,3,4,1,1
66,12,4,4,1,1
101,12,4,3,0,1
32,12,3,4,0,1
148,12,3,4,1,1
74,12,6,5,0,1
126,12,4,3,1,1
92,12,3,5,0,1
40,12,4,5,0,1
128,12,3,3,0,1
30,12,3,4,1,1
141,12,5,3,1,1
108,12,4,5,0,1
108,12,4,4,0,1
91,12,4,3,0,1
148,12,3,3,1,1
138,12,4,4,0,1
126,12,6,4,1,1
127,12,3,4,0,1
122,12,5,3,0,1
122,12,4,4,0,1
122,12,4,4,0,1
24,12,6,4,1,1
36,12,4,5,0,1
55,12,4,4,0,1
26,12,4,4,1,1
113,12,3,4,0,1
136,12,5,5,1,1
109,12,3,4,1,1
34,12,4,4,0,1
70,12,4,4,0,1
35,12,4,4,1,1
145,12,4,4,0,1
147,12,2,4,0,1
16,12,5,3,1,1
144,12,6,5,1,1
6,12,4,3,1,1
7,12,5,4,0,1
31,12,5,4,0,1
55,12,3,4,0,1
91,12,4,5,0,1
39,12,4,4,1,1
111,12,3,3,0,1
140,12,2,4,0,1
25,12,5,4,1,1
26,12,6,5,1,1
15,12,6,4,0,1
56,12,4,4,1,1
120,12,4,3,1,1
53,12,4,4,1,1
72,12,3,3,1,1
56,12,3,3,1,1
4,12,4,3,1,1
138,12,3,4,0,1
141,12,4,3,1,1
145,12,4,3,0,1
145,12,5,4,0,1
123,12,3,4,1,1
21,12,3,2,0,1
73,12,4,3,0,1
4,12,3,4,1,1
5,12,4,3,0,1
18,12,2,3,1,1
125,12,3,4,1,1
22,12,5,5,1,1
2,12,3,4,1,1
2,12,4,5,1,1
22,12,3,3,1,1
18,12,4,5,1,1
3,12,2,2,0,1
131,13,4,4,0,0
116,13,5,4,0,0
13,13,5,3,1,0
49,13,5,5,0,0
8,13,4,4,1,0
48,13,3,4,0,0
14,13,3,4,0,0
27,13,4,3,0,0
99,13,6,4,1,0
83,13,6,5,1,0
99,13,5,4,1,0
81,13,4,5,1,0
12,13,5,4,1,0
150,13,3,4,0,0
6,13,6,6,1,0
98,13,6,5,1,0
30,13,5,5,1,0
83,13,5,3,1,0
66,13,3,3,1,0
95,13,5,3,0,0
130,13,5,4,0,0
96,13,5,4,1,0
97,13,4,5,0,0
148,13,5,3,1,0
80,13,3,4,0,0
98,13,5,2,1,0
132,13,4,5,0,0
6,13,5,4,1,0
94,13,4,5,1,0
59,13,4,4,0,0
94,13,4,4,1,0
61,13,4,6,1,0
78,13,3,4,1,0
15,13,4,3,0,0
10,13,4,5,0,0
10,13,3,4,0,0
114,13,3,3,0,0
114,13,4,4,0,0
98,13,4,4,1,0
46,13,4,3,0,0
12,13,5,5,1,0
12,13,5,4,1,0
94,13,4,4,1,0
129,13,6,4,1,0
61,13,4,5,1,0
91,13,3,4,0,0
148,13,4,4,1,0
91,13,4,4,0,0
116,13,6,5,0,0
7,13,3,4,0,0
94,13,5,4,1,0
77,13,5,3,0,0
14,13,3,4,0,0
78,13,3,4,1,0
26,13,5,6,1,0
62,13,3,3,0,0
45,13,3,4,1,0
88,13,3,4,1,0
29,13,5,4,0,0
7,13,5,5,0,0
134,13,5,3,0,0
112,13,3,4,0,0
66,13,4,5,1,0
84,13,4,4,1,0
56,13,5,4,1,0
44,13,4,4,1,0
16,13,5,4,1,0
131,13,3,4,0,0
16,13,5,4,1,0
143,13,3,3,1,0
52,13,4,4,0,0
115,13,5,4,1,0
41,13,4,3,1,0
1,13,4,3,0,0
48,13,3,5,0,0
16,13,5,4,1,0
143,13,4,4,1,0
117,13,3,3,1,0
60,13,2,3,0,0
146,13,3,3,1,0
28,13,4,4,0,0
110,13,4,5,1,0
133,13,4,5,1,0
19,13,5,3,1,0
117,13,2,3,1,0
65,13,5,5,0,0
55,13,5,4,0,0
44,13,4,5,1,0
142,13,4,3,1,0
91,13,3,3,0,0
5,13,3,2,0,0
104,13,4,4,0,0
2,13,6,5,1,0
43,13,4,4,0,0
124,13,3,4,0,0
38,13,4,5,0,0
5,13,4,4,0,0
132,13,3,2,0,0
144,13,3,4,1,0
110,13,2,3,1,0
145,13,3,3,0,0
78,13,3,4,1,0
119,13,5,5,0,0
17,13,3,4,0,0
122,13,4,4,0,0
76,13,3,4,1,0
49,13,5,4,0,0
49,13,4,3,0,0
49,13,5,4,0,0
4,13,5,2,1,0
109,13,4,3,1,0
39,13,4,4,1,0
70,13,4,3,0,0
127,13,3,3,0,0
128,13,2,3,0,0
54,13,4,4,0,0
90,13,5,4,0,0
26,13,5,4,1,0
136,13,4,3,1,0
108,13,4,4,0,0
56,13,5,5,1,0
105,13,4,4,0,0
31,13,3,3,0,0
50,13,5,5,0,0
57,13,4,3,0,0
126,13,5,3,1,0
52,13,4,4,0,0
145,13,3,3,0,0
76,13,3,4,1,0
36,13,6,4,0,0
25,13,3,4,1,0
71,13,5,3,0,0
3,13,4,4,0,0
72,13,4,4,1,0
21,13,3,4,0,0
138,13,4,4,0,0
104,13,3,5,0,0
58,13,5,4,1,0
40,13,4,4,0,0
18,13,3,3,1,0
88,13,4,3,1,0
139,13,3,3,1,0
123,13,4,4,1,0
140,13,3,4,0,0
3,13,3,3,0,0
74,13,3,4,0,0
126,13,6,5,1,0
145,13,3,3,0,0
35,13,4,3,1,0
40,13,5,4,0,0
21,13,3,4,0,0
140,13,4,5,0,0
33,13,4,4,0,0
39,13,5,5,1,0
37,13,4,4,0,0
72,13,3,3,1,0
141,13,4,6,1,0
140,13,3,3,0,0
123,13,5,5,1,0
148,14,4,3,1,1
82,14,4,4,0,1
149,14,4,4,0,1
132,14,3,3,0,1
9,14,3,3,1,1
94,14,5,3,1,1
146,14,5,5,1,1
64,14,5,4,0,1
82,14,3,3,0,1
79,14,2,3,0,1
116,14,4,4,0,1
144,14,5,4,1,1
29,14,4,4,0,1
95,14,4,3,0,1
111,14,4,4,0,1
96,14,3,4,1,1
10,14,4,3,0,1
45,14,5,3,1,1
149,14,4,3,0,1
10,14,4,5,0,1
63,14,2,3,1,1
150,14,3,4,0,1
150,14,2,2,0,1
75,14,5,3,1,1
133,14,4,4,1,1
48,14,5,4,0,1
83,14,6,5,1,1
118,14,4,4,0,1
148,14,5,4,1,1
85,14,4,5,0,1
80,14,4,4,0,1
91,14,2,4,0,1
64,14,5,4,0,1
145,14,2,2,0,1
145,14,4,4,0,1
117,14,5,3,1,1
134,14,4,4,0,1
68,14,4,4,0,1
11,14,2,3,0,1
46,14,5,5,0,1
94,14,4,4,1,1
100,14,4,4,1,1
135,14,5,5,1,1
43,14,4,4,0,1
8,14,2,5,1,1
26,14,3,3,1,1
113,14,2,3,0,1
45,14,5,4,1,1
109,14,3,4,1,1
58,14,3,4,1,1
93,14,4,4,1,1
93,14,3,4,1,1
93,14,4,4,1,1
128,14,3,4,0,1
30,14,2,2,1,1
7,14,5,4,0,1
135,14,4,5,1,1
135,14,2,2,1,1
118,14,3,5,0,1
67,14,3,4,1,1
9,14,3,3,1,1
137,14,3,3,1,1
86,14,6,5,0,1
93,14,3,3,1,1
128,14,4,4,0,1
94,14,5,5,1,1
77,14,4,4,0,1
112,14,3,5,0,1
124,14,3,4,0,1
101,14,5,4,0,1
108,14,5,5,0,1
143,14,3,3,1,1
57,14,5,5,0,1
70,14,3,4,0,1
13,14,4,4,1,1
13,14,4,4,1,1
60,14,3,4,0,1
108,14,5,3,0,1
43,14,5,4,0,1
149,14,3,3,0,1
28,14,4,3,0,1
69,14,4,3,1,1
92,14,4,5,0,1
98,14,4,5,1,1
110,14,4,4,1,1
76,14,5,3,1,1
25,14,3,4,1,1
89,14,2,2,1,1
49,14,5,4,0,1
108,14,5,4,0,1
138,14,2,4,0,1
87,14,5,5,0,1
12,14,5,4,1,1
71,14,5,3,0,1
107,14,4,3,0,1
68,14,2,3,0,1
5,14,4,3,0,1
5,14,4,3,0,1
52,14,4,4,0,1
127,14,4,5,0,1
24,14,4,4,1,1
36,14,6,4,0,1
42,14,3,3,1,1
49,14,5,4,0,1
119,14,4,3,0,1
33,14,4,4,0,1
22,14,5,3,1,1
41,14,5,4,1,1
122,14,4,3,0,1
122,14,5,5,0,1
106,14,3,4,1,1
14,14,3,5,0,1
90,14,4,3,0,1
23,14,3,3,1,1
2,14,3,4,1,1
76,14,5,4,1,1
1,14,5,5,0,1
41,14,6,4,1,1
141,14,3,3,1,1
2,14,3,4,1,1
37,14,2,2,0,1
15,14,5,5,0,1
15,14,5,4,0,1
4,14,3,4,1,1
125,14,3,3,1,1
49,14,4,4,0,1
16,14,5,5,1,1
121,14,4,4,0,1
23,14,3,4,1,1
75,14,5,3,1,1
58,14,3,4,1,1
64,14,5,4,0,1
53,14,4,5,1,1
48,14,4,4,0,1
65,14,4,5,0,1
55,14,5,4,0,1
90,14,3,5,0,1
73,14,4,4,0,1
73,14,5,5,0,1
44,14,4,4,1,1
120,14,4,3,1,1
50,14,5,5,0,1
39,14,5,5,1,1
75,14,6,4,1,1
110,14,3,5,1,1
35,14,4,4,1,1
41,14,6,4,1,1
14,14,3,3,0,1
4,14,3,5,1,1
52,14,3,4,0,1
123,14,3,2,1,1
37,14,3,3,0,1
101,14,4,4,0,1
4,14,4,4,1,1
21,14,6,5,0,1
44,14,5,4,1,1
20,14,5,5,1,1
57,14,5,5,0,1
53,14,2,4,1,1
140,14,3,4,0,1
53,14,3,3,1,1
120,14,5,3,1,1
69,14,4,4,1,1
51,14,5,5,1,1
127,14,4,4,0,1
70,14,4,5,0,1
71,14,6,5,0,1
32,14,3,4,0,1
67,14,4,2,1,1
36,14,5,4,0,1
40,14,4,4,0,1
105,14,3,4,0,1
38,14,4,3,0,1
80,15,4,4,0,1
148,15,4,3,1,1
131,15,6,5,0,1
150,15,4,5,0,1
113,15,4,4,0,1
116,15,4,4,0,1
130,15,4,5,0,1
84,15,4,2,1,1
133,15,4,3,1,1
111,15,4,4,0,1
133,15,6,3,1,1
81,15,4,4,1,1
112,15,4,4,0,1
43,15,3,3,0,1
97,15,5,5,0,1
81,15,4,4,1,1
92,15,4,4,0,1
128,15,3,4,0,1
143,15,4,3,1,1
117,15,4,3,1,1
135,15,4,3,1,1
62,15,5,4,0,1
127,15,4,3,0,1
112,15,4,4,0,1
146,15,4,2,1,1
4,15,4,5,1,1
91,15,3,4,0,1
80,15,5,5,0,1
115,15,5,3,1,1
110,15,4,5,1,1
110,15,3,5,1,1
64,15,2,3,0,1
83,15,3,3,1,1
129,15,5,4,1,1
129,15,5,5,1,1
147,15,5,4,0,1
25,15,5,4,1,1
84,15,4,4,1,1
79,15,3,5,0,1
10,15,4,5,0,1
63,15,3,3,1,1
144,15,4,4,1,1
128,15,4,4,0,1
40,15,5,4,0,1
59,15,5,4,0,1
95,15,5,4,0,1
60,15,4,3,0,1
101,15,3,3,0,1
119,15,4,4,0,1
110,15,4,4,1,1
94,15,5,5,1,1
24,15,3,3,1,1
135,15,4,2,1,1
84,15,4,3,1,1
3,15,4,3,0,1
3,15,4,3,0,1
108,15,6,5,0,1
109,15,3,3,1,1
5,15,4,3,0,1
93,15,4,3,1,1
29,15,6,5,0,1
64,15,3,3,0,1
41,15,3,2,1,1
59,15,4,2,0,1
130,15,5,5,0,1
108,15,4,3,0,1
79,15,3,5,0,1
27,15,5,3,0,1
45,15,4,4,1,1
139,15,3,3,1,1
117,15,4,3,1,1
24,15,3,4,1,1
59,15,5,5,0,1
48,15,4,4,0,1
101,15,4,4,0,1
90,15,4,4,0,1
67,15,4,4,1,1
4,15,4,3,1,1
103,15,5,4,1,1
75,15,4,3,1,1
124,15,4,4,0,1
44,15,3,3,1,1
126,15,4,4,1,1
126,15,5,4,1,1
45,15,2,3,1,1
92,15,5,5,0,1
46,15,3,5,0,1
75,15,4,2,1,1
46,15,4,3,0,1
47,15,4,5,0,1
13,15,5,4,1,1
42,15,5,5,1,1
36,15,5,4,0,1
26,15,3,4,1,1
97,15,5,4,0,1
120,15,3,3,1,1
137,15,5,4,1,1
10,15,5,4,0,1
138,15,4,4,0,1
104,15,4,3,0,1
93,15,4,3,1,1
29,15,5,4,0,1
71,15,4,4,0,1
141,15,5,5,1,1
43,15,5,4,0,1
85,15,4,4,0,1
38,15,2,2,0,1
103,15,5,4,1,1
12,15,6,4,1,1
105,15,4,4,0,1
49,15,3,3,0,1
120,15,3,4,1,1
68,15,3,3,0,1
105,15,3,4,0,1
32,15,4,4,0,1
32,15,5,5,0,1
120,15,3,5,1,1
22,15,5,3,1,1
69,15,4,4,1,1
122,15,4,5,0,1
47,15,3,5,0,1
2,15,3,3,1,1
124,15,3,3,0,1
38,15,2,2,0,1
56,15,5,4,1,1
103,15,5,4,1,1
75,15,5,4,1,1
23,15,4,3,1,1
71,15,4,3,0,1
140,15,4,4,0,1
55,15,3,4,0,1
56,15,4,4,1,1
16,15,6,5,1,1
22,15,4,3,1,1
138,15,4,4,0,1
34,15,4,3,0,1
35,15,5,4,1,1
35,15,4,3,1,1
54,15,4,3,0,1
54,15,4,4,0,1
141,15,5,4,1,1
32,15,5,3,0,1
69,15,3,3,1,1
33,15,2,3,0,1
57,15,4,4,0,1
35,15,6,6,1,1
1,15,4,3,0,1
34,15,4,4,0,1
22,15,4,3,1,1
51,15,3,3,1,1
23,15,3,4,1,1
53,15,5,3,1,1
96,16,4,4,1,0
77,16,4,4,0,0
96,16,6,4,1,0
97,16,4,5,0,0
130,16,4,4,0,0
125,16,4,4,1,0
45,16,5,4,1,0
98,16,2,3,1,0
116,16,5,4,0,0
129,16,4,4,1,0
46,16,5,5,0,0
80,16,3,3,0,0
78,16,3,3,1,0
148,16,5,4,1,0
10,16,3,4,0,0
11,16,5,4,0,0
76,16,3,4,1,0
94,16,4,4,1,0
129,16,3,3,1,0
